title,title_type,genre,runtime,mpaa_rating,studio,thtr_rel_year,thtr_rel_month,thtr_rel_day,dvd_rel_year,dvd_rel_month,dvd_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,actor1,actor2,actor3,actor4,actor5,imdb_url,rt_url
What's Cooking?,Feature Film,Drama,109,PG-13,Trimark Pictures,2000,1,20,2001,4,10,7.1,2271,Rotten,52,Upright,64,no,no,no,no,no,no,Gurinder Chadha,Kyra Sedgwick,Mercedes Ruehl,Julianna Margulies,Alfre Woodard,Joan Chen,http://www.imdb.com/title/tt0197096/,//www.rottentomatoes.com/m/whats_cooking/
The Funeral,Feature Film,Drama,99,R,Echo Bridge Home Entertainment,1996,11,1,2000,7,11,6.6,6804,Fresh,79,Upright,68,no,no,no,no,no,no,Abel Ferrara,Christopher Walken,Chris Penn,Vincent Gallo,Benicio Del Toro,Annabella Sciorra,http://www.imdb.com/title/tt0116378/,//www.rottentomatoes.com/m/1074517-funeral/
Trainspotting,Feature Film,Drama,94,R,Miramax Films,1996,7,19,1998,3,24,8.2,448434,Certified Fresh,89,Upright,93,no,no,no,no,yes,no,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin Mckidd,Robert Carlyle,http://www.imdb.com/title/tt0117951/,//www.rottentomatoes.com/m/trainspotting/
I Wanna Hold Your Hand,Feature Film,Drama,104,PG,Universal,1978,1,1,2004,9,28,6.9,2931,Fresh,83,Upright,76,no,no,no,no,yes,no,Robert Zemeckis,Nancy Allen,Bobby Di Cicco,Marc McClure,Susan Kendall Newman,Wendie Jo Sperber,http://www.imdb.com/title/tt0077714/,//www.rottentomatoes.com/m/i_wanna_hold_your_hand/
The Perfect Score,Feature Film,Drama,93,PG-13,Paramount Pictures,2004,1,30,2004,6,29,5.7,19161,Rotten,17,Spilled,44,no,no,no,no,no,no,Brian Robbins,Erika Christensen,Scarlett Johansson,Chris Evans,Bryan Greenberg,Darius Miles,http://www.imdb.com/title/tt0314498/,//www.rottentomatoes.com/m/perfect_score/
Things to Do in Denver...When You're Dead,Feature Film,Drama,115,R,Miramax,1995,12,1,1999,6,29,6.8,21924,Rotten,33,Upright,73,no,no,no,no,no,no,Gary Fleder,Andy Garcia,Christopher Lloyd,William Forsythe,Bill Nunn,Treat Williams,http://www.imdb.com/title/tt0114660/,//www.rottentomatoes.com/m/things_to_do_in_denverwhen_youre_dead/
My Girl 2,Feature Film,Drama,99,PG,Sony Pictures Home Entertainment,1996,6,1,2002,12,3,5.1,14559,Rotten,27,Spilled,46,no,no,no,no,no,no,Howard Zieff,Anna Chlumsky,Dan Aykroyd,Jamie Lee Curtis,Richard Masur,Austin O'Brien,http://www.imdb.com/title/tt0110613/,//www.rottentomatoes.com/m/my-girl-2/
Candy,Feature Film,Drama,116,R,ThinkFilm,2006,11,17,2007,3,27,7.3,34926,Rotten,49,Upright,77,no,no,yes,no,no,no,Neil Armfield,Heath Ledger,Abbie Cornish,Geoffrey Rush,Tony Martin,Noni Hazelhurst,http://www.imdb.com/title/tt0424880/,//www.rottentomatoes.com/m/candy/
The Secret Garden,Feature Film,Drama,101,G,WARNER BROTHERS PICTURES,1993,3,18,2000,1,1,7.3,27097,Certified Fresh,85,Upright,80,no,no,no,yes,no,no,Agnieszka Holland,Kate Maberly,Maggie Smith,Heydon Prowse,Andrew Knott,Laura Crossley,http://www.imdb.com/title/tt0108071/,//www.rottentomatoes.com/m/1045518-secret_garden/
Get on the Bus,Feature Film,Drama,120,R,Sony Pictures Home Entertainment,1996,10,16,2001,1,30,6.8,4021,Certified Fresh,88,Upright,71,no,no,no,no,no,no,Spike Lee,Ossie Davis,Charles S. Dutton,Andre Braugher,Richard Belzer,De'aundre Bonds,http://www.imdb.com/title/tt0116404/,//www.rottentomatoes.com/m/get_on_the_bus/
Punchline,Feature Film,Drama,128,R,Sony Pictures Home Entertainment,1988,9,30,2002,7,9,5.8,6418,Rotten,50,Spilled,42,no,no,yes,yes,no,no,David Seltzer,Tom Hanks,Sally Field,John Goodman,Mark Rydell,Paul Mazursky,http://www.imdb.com/title/tt0095927/,//www.rottentomatoes.com/m/punchline/
Bridget Jones - The Edge of Reason,Feature Film,Drama,108,R,Miramax Films,2004,11,12,2005,3,22,5.9,70737,Rotten,27,Upright,61,no,no,yes,no,no,no,Beeban Kidron,Colin Firth,Renee Zellweger,Hugh Grant,Jim Broadbent,Gemma Jones,http://www.imdb.com/title/tt0317198/,//www.rottentomatoes.com/m/bridget_jones_the_edge_of_reason/
River's Edge,Feature Film,Drama,99,R,Island,1987,5,8,2001,1,23,7.1,11377,Fresh,87,Upright,76,no,no,no,no,no,no,Tim Hunter,Crispin Glover,Dennis Hopper,Keanu Reeves,Daniel Roebuck,Ione Skye,http://www.imdb.com/title/tt0091860/,//www.rottentomatoes.com/m/rivers_edge/
Black Death,Feature Film,Drama,102,R,Magnet Releasing,2011,3,11,2011,5,10,6.4,34253,Fresh,68,Spilled,49,no,no,yes,no,no,no,Christopher Smith,Sean Bean,Eddie Redmayne,Carice van Houten,John Lynch,Tim McInnerny,http://www.imdb.com/title/tt1181791/,//www.rottentomatoes.com/m/black_death-2010/
Little Manhattan,Feature Film,Drama,84,PG,20th Century Fox,2005,9,30,2006,4,4,7.6,17960,Fresh,77,Upright,86,no,no,no,no,no,no,Mark Levin,Josh Hutcherson,Bradley Whitford,Cynthia Nixon,Charlie Ray,Willie Garson,http://www.imdb.com/title/tt0412922/,//www.rottentomatoes.com/m/little_manhattan/
Taps,Feature Film,Drama,126,PG,20th Century Fox Film Corporation,1981,12,9,2002,3,5,6.7,12498,Fresh,75,Upright,67,no,no,yes,no,no,no,Harold Becker,Timothy Hutton,George C. Scott,Ronny Cox,Sean Penn,Tom Cruise,http://www.imdb.com/title/tt0083169/,//www.rottentomatoes.com/m/taps/
A Shot at Glory,Feature Film,Drama,114,R,Fireworks Pictures,2001,6,8,2002,11,19,6.3,1803,Fresh,67,Upright,65,no,no,no,no,no,no,Michael Corrente,Michael Keaton,Ally McCoist,Kirsty Mitchell,Brian Cox,Cole Hauser,http://www.imdb.com/title/tt0193854/,//www.rottentomatoes.com/m/a_shot_at_glory_2001/
Flipped,Feature Film,Drama,90,PG,Warner Bros. Pictures,2010,8,6,2010,11,23,7.7,56919,Rotten,55,Upright,78,no,no,no,no,no,no,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,John Mahoney,http://www.imdb.com/title/tt0817177/,//www.rottentomatoes.com/m/flipped/
Sweet Sixteen,Feature Film,Drama,106,R,Lions Gate Films,2003,5,16,2003,10,7,7.5,10250,Certified Fresh,97,Upright,87,no,no,no,no,no,no,Ken Loach,Martin Compston,Annmarie Fulton,William Ruane,Michelle Abercromby,Michelle Coulter,http://www.imdb.com/title/tt0313670/,//www.rottentomatoes.com/m/sweet_sixteen/
Snake Eyes,Feature Film,Drama,98,R,Paramount Pictures,1998,8,7,1999,2,16,5.9,62773,Rotten,40,Spilled,35,no,no,yes,no,no,no,Brian DePalma,Nicolas Cage,Gary Sinise,John Heard,Carla Gugino,Stan Shaw,http://www.imdb.com/title/tt0120832/,//www.rottentomatoes.com/m/snake_eyes/
What About Bob?,Feature Film,Drama,99,PG,Touchstone Home Entertainment,1991,1,1,2000,7,11,7,48756,Fresh,83,Upright,79,no,no,yes,no,no,no,Frank Oz,Bill Murray,Richard Dreyfuss,Julie Hagerty,Charlie Korsmo,Kathryn Erbe,http://www.imdb.com/title/tt0103241/,//www.rottentomatoes.com/m/what_about_bob/
Real Steel,Feature Film,Drama,127,PG-13,Walt Disney Pictures,2011,10,7,2012,1,24,7.1,246343,Fresh,60,Upright,73,no,no,no,no,no,no,Shawn Levy,Hugh Jackman,Dakota Goyo,Anthony Mackie,Evangeline Lilly,Kevin Durand,http://www.imdb.com/title/tt0433035/,//www.rottentomatoes.com/m/real_steel/
Thieves Like Us,Feature Film,Drama,123,R,United Artists,1974,2,11,2007,4,17,7.1,3146,Fresh,89,Upright,71,no,no,no,yes,no,no,Robert Altman,Keith Carradine,Shelley Duvall,John Schuck,Bert Remsen,Louise Fletcher,http://www.imdb.com/title/tt0072274/,//www.rottentomatoes.com/m/thieves_like_us/
Medicine Man,Feature Film,Drama,106,PG-13,Hollywood Pictures,1992,2,7,1999,8,17,5.9,17101,Rotten,20,Spilled,46,no,no,no,no,no,no,John McTiernan,Lorraine Bracco,Jose Wilker,Rodolfo De Alexandre,Rodolfo de Alexandra,Elias Monteiro Da Silva,http://www.imdb.com/title/tt0104839/,//www.rottentomatoes.com/m/1038176-medicine_man/
Ray,Feature Film,Drama,152,PG-13,Universal Pictures,2004,10,29,2005,2,1,7.7,106171,Certified Fresh,81,Upright,87,yes,no,yes,no,no,no,Taylor Hackford,Jamie Foxx,Kerry Washington,Regina King,Clifton Powell,Harry Lennix,http://www.imdb.com/title/tt0350258/,//www.rottentomatoes.com/m/ray/
Coach Carter,Feature Film,Drama,136,PG-13,Paramount Pictures,2005,1,14,2005,6,21,7.2,88777,Fresh,65,Upright,85,no,no,no,no,no,no,Thomas Carter,Samuel L. Jackson,Rob Brown (VI),Robert Ri'chard,Rick Gonzalez,Nana Gbewonyo,http://www.imdb.com/title/tt0393162/,//www.rottentomatoes.com/m/coach_carter/
Training Day,Feature Film,Drama,122,R,Warner Bros. Pictures,2001,10,5,2004,6,1,7.7,294683,Fresh,72,Upright,89,no,no,yes,no,no,no,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,Harris Yulin,http://www.imdb.com/title/tt0139654/,//www.rottentomatoes.com/m/training_day/
Saturday Night Fever,Feature Film,Drama,118,R,Paramount Pictures,1977,12,19,2002,8,9,6.8,51534,Certified Fresh,88,Upright,71,no,no,no,no,no,yes,John Badham,John Travolta,Karen Lynn Gorney,Donna Pescow,Barry Miller,Joseph Cali,http://www.imdb.com/title/tt0076666/,//www.rottentomatoes.com/m/saturday_night_fever/
The Mother,Feature Film,Drama,112,R,Sony Pictures Classics,2004,5,28,2004,10,12,6.9,3487,Certified Fresh,77,Upright,62,no,no,no,no,no,no,Roger Michell,Anne Reid,Daniel Craig,Cathryn Bradshaw,Steven Mackintosh,Peter Vaughan,http://www.imdb.com/title/tt0323298/,//www.rottentomatoes.com/m/1132642-mother/
Hairspray,Feature Film,Drama,92,PG,New Line Home Entertainment,1988,2,26,2002,11,5,6.9,15449,Fresh,97,Upright,80,no,no,no,no,no,no,John Waters,Divine,Ricki Lake,Sonny Bono,Ruth Brown,Vitamin C,http://www.imdb.com/title/tt0095270/,//www.rottentomatoes.com/m/1009096-hairspray/
Shooter,Feature Film,Drama,124,R,Paramount Pictures,2007,3,23,2007,6,26,7.2,247105,Rotten,48,Upright,80,no,no,no,no,no,no,Antoine Fuqua,Mark Wahlberg,Michael Pena,Danny Glover,Kate Mara,Elias Koteas,http://www.imdb.com/title/tt0822854/,//www.rottentomatoes.com/m/shooter/
Just Friends,Feature Film,Drama,96,PG-13,New Line Cinema,2005,11,23,2006,3,7,6.2,78297,Rotten,42,Upright,72,no,no,no,no,no,no,Roger  Kumble,Ryan Reynolds,Amy Smart,Anna Faris,Chris Klein,Christopher George Marquette,http://www.imdb.com/title/tt0433400/,//www.rottentomatoes.com/m/just_friends/
Over the Edge,Feature Film,Drama,95,PG,WARNER BROTHERS PICTURES,1979,1,1,2005,9,20,7.6,4369,Fresh,89,Upright,86,no,no,no,no,no,no,Jonathan Kaplan,Michael Eric Kramer,Pamela Ludwig,Matt Dillon,Vincent Spano,Debbie James,http://www.imdb.com/title/tt0079688/,//www.rottentomatoes.com/m/over_the_edge/
Monster,Feature Film,Drama,109,R,Newmarket Film Group,2004,1,9,2004,6,1,7.3,101850,Certified Fresh,82,Upright,81,no,no,no,yes,no,no,Patty Jenkins,Charlize Theron,Christina Ricci,Bruce Dern,Scott Wilson,Pruitt Taylor Vince,http://www.imdb.com/title/tt0340855/,//www.rottentomatoes.com/m/1128647-monster/
Jerry Maguire,Feature Film,Drama,139,R,TriStar Pictures,1996,12,13,1997,6,24,7.3,183717,Certified Fresh,85,Upright,79,yes,no,no,no,no,no,Cameron Crowe,Tom Cruise,Cuba Gooding Jr.,Renee Zellweger,Kelly Preston,Jerry O'Connell,http://www.imdb.com/title/tt0116695/,//www.rottentomatoes.com/m/jerry_maguire/
Felon,Feature Film,Drama,104,R,Sony Pictures Entertainment,2008,7,17,2008,7,18,7.5,64873,Rotten,59,Upright,82,no,no,no,no,no,no,Ric Roman Waugh,Val Kilmer,Harold Perrineau Jr.,Sam Shepard,Nick Chinlund,Marisol Nichols,http://www.imdb.com/title/tt1117385/,//www.rottentomatoes.com/m/10010077-felon/
On Golden Pond,Feature Film,Drama,109,PG,Twentieth Century Fox Home Entertainment,1981,12,4,2001,3,20,7.7,20738,Fresh,92,Upright,87,yes,no,yes,yes,no,yes,Mark Rydell,Henry Fonda,Katharine Hepburn,Jane Fonda,Dabney Coleman,Doug McKeon,http://www.imdb.com/title/tt0082846/,//www.rottentomatoes.com/m/on_golden_pond/
Undertaking Betty,Feature Film,Drama,94,PG-13,Miramax Films,2003,1,1,2006,3,7,6.7,4077,Rotten,40,Upright,66,no,no,no,no,no,no,Nich Hurran,Brenda Blethyn,Alfred Molina,Christopher Walken,Naomi Watts,Robert Pugh,http://www.imdb.com/title/tt0298504/,//www.rottentomatoes.com/m/undertaking_betty/
Taking Lives,Feature Film,Drama,103,R,Warner Bros.,2004,3,19,2004,8,17,6.2,63511,Rotten,22,Spilled,55,no,no,no,no,no,no,D.J. Caruso,Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands,Olivier Martinez,http://www.imdb.com/title/tt0364045/,//www.rottentomatoes.com/m/taking_lives/
The Illusionist (L'illusionniste),Feature Film,Drama,80,PG,Sony Pictures Classics,2010,12,25,2011,5,10,7.5,27601,Certified Fresh,90,Upright,79,no,no,no,no,no,no,Sylvain Chomet,Jean-Claude Donda,Eilidh Rankin,Duncan MacNeil,Raymond Mearns,NA,http://www.imdb.com/title/tt0775489/,//www.rottentomatoes.com/m/the_illusionist-2009/
Titanic,Feature Film,Drama,194,PG-13,Paramount Pictures,1997,12,19,2012,9,10,7.7,756602,Certified Fresh,88,Upright,69,yes,yes,no,yes,yes,yes,James Cameron,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Frances Fisher,http://www.imdb.com/title/tt0120338/,//www.rottentomatoes.com/m/titanic/
To The Wonder,Feature Film,Drama,112,R,Magnolia Pictures,2013,4,12,2013,8,6,6,19898,Rotten,46,Spilled,38,no,no,no,no,no,no,Terrence Malick,Ben Affleck,Olga Kurylenko,Rachel McAdams,Javier Bardem,Greg Elliot,http://www.imdb.com/title/tt1595656/,//www.rottentomatoes.com/m/to_the_wonder/
Snow Angels,Feature Film,Drama,107,R,Warner Independent,2007,1,19,2008,9,16,6.9,10786,Fresh,68,Upright,67,no,no,no,no,no,no,David Gordon Green,Kate Beckinsale,Sam Rockwell,Michael Angarano,Nicky Katt,Jeanetta Arnette,http://www.imdb.com/title/tt0453548/,//www.rottentomatoes.com/m/snow_angels/
Mrs. Dalloway,Feature Film,Drama,97,PG-13,BMG,1998,2,20,1999,9,28,6.9,2857,Fresh,71,Spilled,58,no,no,no,no,no,no,Marleen Gorris,Vanessa Redgrave,Michael Kitchen,Natascha McElhone,Alan Cox,John Standing,http://www.imdb.com/title/tt0119723/,//www.rottentomatoes.com/m/mrs_dalloway/
Saving Face,Feature Film,Drama,91,R,Sony Pictures Classics,2005,5,27,2005,10,18,7.6,7545,Certified Fresh,87,Upright,88,no,no,no,no,no,no,Alice Wu,Michelle Krusiec,Joan Chen,Lynn Chen,Jin Wang,Li Zhiyu,http://www.imdb.com/title/tt0384504/,//www.rottentomatoes.com/m/saving_face/
The Unbelievable Truth,Feature Film,Drama,90,R,Trimark,1990,6,1,2001,3,13,7.5,3448,Fresh,100,Upright,89,no,no,no,no,no,no,Hal Hartley,Adrienne Shelly,Robert John Burke,Chris Cooke,Christopher Cooke,Julia McNeal,http://www.imdb.com/title/tt0100842/,//www.rottentomatoes.com/m/unbelievable_truth/
Article 99,Feature Film,Drama,100,R,Orion Home Video,1992,3,13,2003,9,16,6,2441,Rotten,46,Spilled,55,no,no,yes,no,no,no,Howard Deutch,Ray Liotta,Kiefer Sutherland,Forest Whitaker,Lea Thompson,John Mahoney,http://www.imdb.com/title/tt0101371/,//www.rottentomatoes.com/m/article_99/
Great Balls of Fire,Feature Film,Drama,108,PG-13,Orion Pictures Corporation,1989,6,30,2002,6,4,6.2,12402,Fresh,63,Spilled,53,no,no,no,no,no,no,Jim McBride,Dennis Quaid,Winona Ryder,John Doe,Stephen Tobolowsky,Alec Baldwin,http://www.imdb.com/title/tt0097457/,//www.rottentomatoes.com/m/great_balls_of_fire/
The Big Red One,Feature Film,Drama,113,PG,United Artists,1980,5,28,1999,4,27,7.2,15025,Certified Fresh,91,Upright,78,no,no,yes,no,no,no,Samuel Fuller,Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Kelly Ward,http://www.imdb.com/title/tt0080437/,//www.rottentomatoes.com/m/big_red_one/
Captain Phillips,Feature Film,Drama,134,PG-13,Sony Pictures,2013,10,11,2014,1,21,7.9,309896,Certified Fresh,93,Upright,89,yes,no,yes,no,no,no,Paul Greengrass,Tom Hanks,Catherine Keener,Barkhad Abdi,Michael Chernus,Corey Johnson,http://www.imdb.com/title/tt1535109/,//www.rottentomatoes.com/m/captain_phillips/
Bait,Feature Film,Drama,119,R,Warner Bros. Pictures,2000,9,15,2001,1,23,5.7,8818,Rotten,26,Spilled,41,no,no,yes,no,no,no,Antoine Fuqua,Jamie Foxx,David Morse,Robert Pastorelli,Doug Hutchison,Kimberly Elise,http://www.imdb.com/title/tt0211938/,//www.rottentomatoes.com/m/1100039-bait/
The Hunger Games,Feature Film,Drama,142,PG-13,Lionsgate,2012,3,23,2012,8,18,7.3,675907,Certified Fresh,84,Upright,81,no,no,no,yes,no,yes,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,http://www.imdb.com/title/tt1392170/,//www.rottentomatoes.com/m/the_hunger_games/
Hell's Kitchen N.Y.C.,Feature Film,Drama,95,R,HK Film Corporation,1999,12,31,2004,5,11,4.9,2120,Rotten,40,Spilled,35,no,no,no,no,no,no,Tony Cinciripini,Mekhi Phifer,Rosanna Arquette,William Forsythe,Angelina Jolie,Johnny Whitworth,http://www.imdb.com/title/tt0129136/,//www.rottentomatoes.com/m/hells_kitchen_nyc/
The Lake House,Feature Film,Drama,99,PG,Warner Bros. Pictures,2006,6,16,2006,9,26,6.8,111132,Rotten,35,Upright,73,no,no,no,yes,no,no,Alejandro Agresti,Keanu Reeves,Sandra Bullock,Shohreh Aghdashloo,Dylan Walsh,Christopher Plummer,http://www.imdb.com/title/tt0410297/,//www.rottentomatoes.com/m/lake_house/
In the Name of the Father,Feature Film,Drama,133,R,Universal Pictures,1993,12,29,1998,7,7,8.1,103378,Certified Fresh,94,Upright,95,yes,no,yes,yes,no,no,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,Corin Redgrave,John Lynch,http://www.imdb.com/title/tt0107207/,//www.rottentomatoes.com/m/in_the_name_of_the_father/
Desperate Measures,Feature Film,Drama,100,R,Sony Pictures Home Entertainment,1997,6,1,1998,5,26,6.1,13682,Rotten,17,Spilled,37,no,no,no,no,no,no,Barbet Schroeder,Michael Keaton,Andy Garcia,Brian Cox,Marcia Gay Harden,Erik King,http://www.imdb.com/title/tt0118966/,//www.rottentomatoes.com/m/desperate_measures/
Eye of the Needle,Feature Film,Drama,112,R,MGM Home Entertainment,1981,7,24,2001,5,15,7.1,6946,Fresh,85,Upright,72,no,no,no,no,no,no,Richard Marquand,Donald Sutherland,Kate Nelligan,Ian Bannen,George Belbin,Stephen MacKenna,http://www.imdb.com/title/tt0082351/,//www.rottentomatoes.com/m/eye_of_the_needle/
Funny Lady,Feature Film,Drama,136,PG,Columbia Pictures,1975,3,7,2002,2,5,6.4,3584,Rotten,38,Spilled,55,no,no,no,yes,no,no,Herbert Ross,Barbra Streisand,James Caan,Omar Sharif,Roddy McDowall,Ben Vereen,http://www.imdb.com/title/tt0073026/,//www.rottentomatoes.com/m/funny_lady/
Capote,Feature Film,Drama,114,R,Sony Pictures Classics,2005,9,30,2006,3,14,7.4,96787,Certified Fresh,90,Upright,81,yes,no,yes,no,no,no,Bennett Miller,Philip Seymour Hoffman,Catherine Keener,Chris Cooper,Bruce Greenwood,Bob Balaban,http://www.imdb.com/title/tt0379725/,//www.rottentomatoes.com/m/1151898-capote/
Tarzan,Feature Film,Drama,88,G,Buena Vista Pictures,1999,6,16,2000,1,1,7.2,134270,Certified Fresh,88,Upright,74,no,no,no,no,no,no,Chris Buck,Tony Goldwyn,Glenn Close,Minnie Driver,Rosie O'Donnell,Lance Henriksen,http://www.imdb.com/title/tt0120855/,//www.rottentomatoes.com/m/tarzan/
Cocoon: The Return,Feature Film,Drama,116,PG,Fox,1988,11,23,2004,6,1,5.2,11657,Rotten,36,Spilled,35,no,no,no,no,no,no,Daniel Petrie,Don Ameche,Wilford Brimley,Hume Cronyn,Jack Gilford,Steve Guttenberg,http://www.imdb.com/title/tt0094890/,//www.rottentomatoes.com/m/cocoon_the_return/
Death Defying Acts,Feature Film,Drama,97,PG,Genius Productions,2008,7,11,2008,10,28,5.9,8345,Rotten,44,Spilled,26,no,no,no,no,no,no,Gillian Armstrong,Guy Pearce,Catherine Zeta-Jones,Timothy Spall,Saoirse Ronan,Jack Bailey,http://www.imdb.com/title/tt0472071/,//www.rottentomatoes.com/m/death_defying_acts/
